CL_CD,CL_NM,AREA_NM,ADDR,BASE_YEAR,ALL_TOTAL_CO,JAN_VIEWS_CO,FEB_VIEWS_CO,MAR_VIEWS_CO,APR_VIEWS_CO,MAY_VIEWS_CO,JUN_VIEWS_CO,JULY_VIEWS_CO,AUG_VIEWS_CO,SEP_VIEWS_CO,OCT_VIEWS_CO,NOV_VIEWS_CO,DEC_VIEWS_CO,LON,LAT,AREA
c4,음식점,예원,제주시 구좌읍 비자림로 2542,2023,66,0,0,0,0,0,0,12,12,14,10,8,10,126.830612846,33.513496805,북동
c4,음식점,예지원,서귀포시 천제연로 129,2023,281,29,16,20,34,39,25,25,17,27,14,19,16,126.419260343,33.253953973,남서
c4,음식점,옐로우카페 (yellow cafe),제주 서귀포시 중문관광로 90,2023,23,23,0,0,0,0,0,0,0,0,0,0,0,126.413753094,33.251011537,남서
c4,음식점,옛고을갈비,제주시 한림읍 한림상로 137,2023,18,18,0,0,0,0,0,0,0,0,0,0,0,126.266553385,33.411464574,북서
c4,음식점,옛날 홍가네 칼국수,제주시 전농로 113,2023,20,0,0,0,0,0,2,5,2,3,5,2,1,126.525114109,33.504671648,북서
c4,음식점,옛날동문시장칼국수,제주시 동문로4길 9,2023,1356,122,108,87,108,585,78,64,50,41,35,50,28,126.528191204,33.512182869,북서
c4,음식점,옛날옛적,서귀포시 성산읍 일주동로 4660,2023,389,40,35,51,51,49,33,27,23,33,25,8,14,126.899924993,33.414365363,북동
c4,음식점,옛날팥죽,서귀포시 표선면 성읍민속로 130,2023,56,0,0,0,0,0,10,11,9,13,6,4,3,126.798911754,33.388615675,북동
c4,음식점,옛정의골 식당,서귀포시 표선면 중산간동로 4592,2023,174,29,26,20,32,37,27,3,0,0,0,0,0,126.804628317,33.389195465,북동
c4,음식점,옛촌전복,서귀포시 안덕면 사계로 189,2023,110,0,0,0,0,0,26,26,14,22,11,6,5,126.302652314,33.246911516,남서
c4,음식점,오가네전복설렁탕,서귀포시 중산간동로 7738,2023,551,62,50,58,70,58,62,31,36,42,34,31,17,126.589494581,33.268176624,남동
c4,음식점,오끼416갤러리,서귀포시 남원읍 태수로358번길 3-1,2023,158,33,17,28,26,27,19,8,0,0,0,0,0,126.722353699,33.311059757,남동
c4,음식점,오누이밥상,제주시 추자면 추자로 68,2023,146,16,13,19,23,20,11,10,12,12,6,3,1,126.294606447,33.961212157,북서
c4,음식점,오는정김밥,서귀포시 동문동로 2,2023,954,121,73,78,94,96,95,71,67,55,57,72,75,126.567585069,33.249625305,남동
c4,음식점,오늘은 녹차한잔&쇼핑,서귀포시 표선면 중산간동로 4772,2023,647,83,44,70,93,88,63,46,32,28,34,38,28,126.791744918,33.381393955,북동
c4,음식점,오데뜨,제주시 한림읍 중산간서로 4995-6,2023,377,57,39,36,28,42,35,32,38,24,21,12,13,126.295578084,33.410875167,북서
c4,음식점,오동여식당,제주시 추자면 추자로 20,2023,170,9,12,20,20,20,19,15,14,16,18,4,3,126.296969703,33.963733869,북서
c4,음식점,오드랑베이커리,제주시 조천읍 조함해안로 552-3,2023,331,43,30,40,48,31,30,25,21,27,15,11,10,126.671605496,33.54216052,북동
c4,음식점,오드씽,제주시 고다시길 25,2023,51,0,0,0,0,0,0,17,8,14,5,4,3,126.526884056,33.46202921,북서
c4,음식점,오또도넛,서귀포시 중문상로 87,2023,238,35,20,37,33,29,22,16,10,15,12,5,4,126.427293514,33.255920491,남서
c4,음식점,오라디오라,서귀포시 안덕면 사계로114번길 54-102,2023,269,37,31,29,31,35,35,16,18,17,9,9,2,126.308172126,33.23505712,남서
c4,음식점,오라방라운지,제주시 은수길 69,2023,54,0,0,0,0,0,0,13,12,8,13,6,2,126.48821926,33.470602243,북서
c4,음식점,오라숲소리,제주시 오라로 80,2023,598,75,42,109,66,61,39,29,39,38,41,30,29,126.511773256,33.495535703,북서
c4,음식점,오라오거리정식,제주시 서광로 103,2023,2,2,0,0,0,0,0,0,0,0,0,0,0,126.507387641,33.500462445,북서
c4,음식점,오로라식당,제주시 우도면 우도로 174 농협 건너편,2023,18,18,0,0,0,0,0,0,0,0,0,0,0,126.954333155,33.507917118,북동
c4,음식점,오롯,제주시 신설로11길 2-10,2023,47,0,0,0,0,4,8,12,4,10,5,2,2,126.544346743,33.490997518,북동
c4,음식점,오르다키친,제주시 애월읍 애월해안로 672,2023,1,1,0,0,0,0,0,0,0,0,0,0,0,126.374124294,33.481177858,북서
c4,음식점,오르막가든,서귀포시 대포중앙로 12,2023,164,22,11,20,25,17,15,13,12,11,11,5,2,126.433141783,33.25026672,남서
c4,음식점,오르미,제주시 서회천길 18-1 1층,2023,100,0,0,0,0,0,16,24,11,15,20,2,12,126.607336662,33.497056337,북동
c4,음식점,오르미,제주시 서회천길 33,2023,117,26,26,18,23,24,0,0,0,0,0,0,0,126.607413159,33.498132928,북동
c4,음식점,오르바,서귀포시 보목포로 78,2023,49,0,0,0,0,0,7,9,6,8,9,3,7,126.609566096,33.24039217,남동
c4,음식점,오른(orrrn),서귀포시 성산읍 해맞이해안로 2714,2023,49,0,0,0,0,0,0,12,5,11,11,9,1,126.91575723,33.471781236,북동
c4,음식점,오름나그네,제주시 조천읍 선교로 525,2023,43,0,0,0,0,0,0,14,5,10,12,1,1,126.711962168,33.459102852,북동
c4,음식점,오마이양대창 제주외도점,제주시 우정로 20,2023,253,40,26,45,54,36,40,12,0,0,0,0,0,126.430642433,33.491085934,북서
c4,음식점,오마이파운드,제주시 은남4길 40,2023,22,0,0,0,0,0,0,7,4,5,2,2,2,126.491534406,33.486554566,북서
c4,음식점,오만과자점,제주시 원당로3길 26,2023,62,0,0,0,0,0,8,15,7,12,11,7,2,126.587720709,33.525401753,북동
c4,음식점,오만정성 제주협재점,제주시 한림읍 일주서로 5083,2023,77,0,0,0,0,1,14,16,13,9,8,4,12,126.250349023,33.389250984,북서
c4,음식점,오백장군과 까마귀,서귀포시 영실로 495,2023,1041,176,99,83,100,108,94,29,58,60,95,73,66,126.496448627,33.348184317,남서
c4,음식점,오버더센스,서귀포시 칠십리로 655,2023,67,0,0,0,0,0,0,0,19,19,14,7,8,126.615250485,33.250901076,남동
c4,음식점,오복떡집,제주시 동문로2길 10,2023,397,55,40,60,54,24,48,34,16,40,17,7,2,126.526643048,33.512366823,북서
c4,음식점,오션컬러,제주시 조천읍 조함해안로 378,2023,50,0,0,0,0,0,0,15,9,11,7,5,3,126.656819155,33.547802582,북동
c4,음식점,오솔길,제주시 임항로 264,2023,294,31,18,41,41,41,26,26,14,26,15,11,4,126.538174511,33.517384228,북동
c4,음식점,오아모이,서귀포시 성산읍 신양로 82,2023,66,0,0,0,0,0,4,17,12,13,11,4,5,126.918540388,33.436134572,북동
c4,음식점,오일등식당,제주시 도공로 22-1,2023,172,15,17,20,13,23,19,19,15,15,10,2,4,126.465330014,33.504315262,북서
c4,음식점,오전열한시,서귀포시 상예로 248,2023,73,0,0,0,0,0,8,14,10,11,10,7,13,126.394264278,33.266747933,남서
c4,음식점,오조해녀의 집,서귀포시 성산읍 한도로 141-13,2023,372,36,34,37,44,31,30,31,20,26,25,37,21,126.922282563,33.469733474,북동
c4,음식점,오지힐 제주,제주시 한경면 일주서로 4469,2023,57,0,0,0,0,0,0,12,6,10,18,4,7,126.193467003,33.362713952,북서
c4,음식점,오캄,제주시 정실3길 118,2023,128,13,7,13,11,18,9,19,5,13,10,9,1,126.509352525,33.471510812,북서
c4,음식점,오쿠다,제주시 구남동4길 45,2023,1,0,0,0,1,0,0,0,0,0,0,0,0,126.535842041,33.48691246,북동
c4,음식점,오쿠다 이도점,제주시 구남동4길 45,2023,325,47,28,20,40,32,28,21,26,30,27,9,17,126.535842041,33.48691246,북동
c4,음식점,오크라,제주시 한림읍 귀덕14길 57-2,2023,60,0,0,0,0,0,0,12,8,12,17,6,5,126.296083876,33.438780753,북서
c4,음식점,오현불백,제주시 성지로 58-2,2023,288,32,8,38,51,44,35,26,14,15,5,3,17,126.529605416,33.5110306,북동
c4,음식점,오후새우시,서귀포시 천제연로 184,2023,63,0,0,0,0,0,9,14,9,10,11,7,3,126.424177064,33.251583757,남서
c4,음식점,옥돔식당,서귀포시 대정읍 신영로36번길 62,2023,621,82,71,55,82,59,66,47,34,34,40,26,25,126.248996916,33.219969344,남서
c4,음식점,옥란면옥,제주시 조천읍 신북로 163,2023,75,0,0,0,0,0,8,18,11,18,13,4,3,126.630809432,33.535561689,북동
c4,음식점,옥만이네,제주시 한림읍 한림해안로 160,2023,274,47,23,35,37,29,18,24,17,16,13,10,5,126.263466272,33.41637091,북서
c4,음식점,온더스톤브런치카페제주성산점,서귀포시 성산읍 해맞이해안로 2746,2023,51,0,0,0,0,0,4,13,8,11,10,3,2,126.917712496,33.470000375,북동
c4,음식점,온오프,제주시 우도면 우도해안길 876,2023,218,14,15,25,32,33,27,21,12,14,15,5,5,126.961339429,33.512910902,북동
c4,음식점,올댓제주,제주시 중앙로1길 33 2층,2023,174,27,14,16,20,17,20,12,10,13,11,7,7,126.528369432,33.516265139,북서
c4,음식점,올드캡,서귀포시 안덕면 녹차분재로 58,2023,48,0,0,0,0,0,0,12,6,11,11,6,2,126.301841421,33.290817743,남서
c4,음식점,올디벗구디,서귀포시 일주서로 330,2023,164,21,14,18,20,16,15,14,10,12,14,8,2,126.473459934,33.25295374,남서
c4,음식점,올래국수,제주시 귀아랑길 24 (연동),2023,2835,295,285,268,286,333,247,244,201,177,182,146,171,126.497191487,33.491527803,북서
c4,음식점,올래회어촌,제주시 테우해안로 166 (이호일동),2023,252,33,17,21,24,31,27,21,25,23,13,10,7,126.451504789,33.496793669,북서
c4,음식점,올랭이와물꾸럭,서귀포시 대정읍 신영로 93-5,2023,363,66,22,24,39,28,29,22,20,23,16,30,44,126.252849019,33.221104145,남서
c4,음식점,올레 흑돼지 김치말이,서귀포시 중정로61번길 20,2023,48,0,0,0,0,0,7,9,8,5,7,2,10,126.562848701,33.249540015,남동
c4,음식점,올레7돈 (올레칠돈),서귀포시 월평하원로 20,2023,484,56,46,55,45,45,29,45,33,36,31,34,29,126.459558946,33.243699348,남서
c4,음식점,올레산야초,제주시 애월읍 유수암서길 57,2023,298,19,25,33,30,32,29,34,20,27,27,16,6,126.391921049,33.427202391,북서
c4,음식점,올레삼다정,서귀포시 태평로537번길 48,2023,163,21,13,20,16,23,9,16,8,14,13,4,6,126.569855788,33.253119918,남동
c4,음식점,올레수산회센터,제주도 서귀포시 중정로 61번길 12,2023,861,136,80,113,83,80,62,67,60,55,37,36,52,126.562993905,33.248844908,남동
c4,음식점,올레시장 치즈마농랍스터,서귀포시 중정로61번길 14,2023,37,0,0,0,0,0,1,15,1,4,5,4,7,126.562930871,33.249040836,남동
c4,음식점,올레실내포장마차,제주시 추자면 추자로 52,2023,163,16,15,21,13,12,20,16,12,19,8,4,7,126.294083147,33.962582689,북서
c4,음식점,올레왕갈치,서귀포시 중앙로42번길 9,2023,52,0,0,0,0,1,8,9,10,8,6,7,3,126.562747225,33.248559397,남동
c4,음식점,올티스,제주시 조천읍 거문오름길 23-58,2023,292,36,28,31,41,36,38,26,12,12,11,10,11,126.717455223,33.462984067,북동
c4,음식점,옵써빵집,서귀포시 표선면 표선동서로 240,2023,348,36,31,30,39,38,44,34,25,28,21,13,9,126.832521799,33.325168811,남동
c4,음식점,옹포별장가든,제주시 한림읍 한림상로 24,2023,314,42,22,38,35,42,24,40,18,19,14,13,7,126.257821382,33.404959879,북서
c4,음식점,와랑식탁,제주시 한경면 한경해안로 512-8,2023,294,37,26,30,28,37,28,19,27,17,24,5,16,126.175934471,33.343192045,남서
c4,음식점,와랑와랑카페,서귀포시 남원읍 위미중앙로300번길 28,2023,332,40,28,37,32,34,29,25,30,29,20,12,16,126.676542749,33.272373677,남동
c4,음식점,와르다 레스토랑,제주시 관덕로8길 24-1,2023,326,23,15,26,30,46,29,41,21,21,33,26,15,126.523109318,33.511025666,북서
c4,음식점,와토커피,서귀포시 대정읍 동일하모로 238,2023,293,34,27,37,40,34,28,24,24,15,14,9,7,126.256535163,33.225459472,남서
c4,음식점,와팡,서귀포시 이어도로 36-30,2023,323,37,32,31,32,39,35,19,30,31,16,11,10,126.426012191,33.237983739,남서
c4,음식점,와흘밥상,제주시 조천읍 남조로 2228,2023,107,0,0,0,0,0,0,18,17,17,26,12,17,126.660629498,33.463956991,북동
c4,음식점,왓섬,제주시 오등4길 3,2023,138,14,7,14,14,12,20,16,11,14,11,5,0,126.521940257,33.466226413,북서
c4,음식점,외도339,제주시 일주서로 7345,2023,334,42,26,28,42,38,27,29,25,26,22,15,14,126.431707181,33.493740301,북서
c4,음식점,요리하는 목수,제주시 애월읍 애월해안로 664,2023,111,111,0,0,0,0,0,0,0,0,0,0,0,126.373560206,33.480550221,북서
c4,음식점,요요무문,제주시 구좌읍 해맞이해안로 1102,2023,159,22,7,18,18,17,11,12,17,19,11,4,3,126.836664771,33.538097621,북동
c4,음식점,요우르,제주시 조천읍 조함해안로 343,2023,250,40,24,20,21,29,22,22,18,21,18,10,5,126.654123858,33.549317433,북동
c4,음식점,용꽈배기,제주시 서광로30길 3,2023,186,30,13,16,14,18,29,10,18,13,8,7,10,126.526891421,33.4998955,북서
c4,음식점,용담밭담,제주시 서천길 16,2023,303,40,32,44,46,33,26,19,17,23,13,8,2,126.509952811,33.50112557,북서
c4,음식점,용담생국수,제주시 용담로 95,2023,119,9,8,11,9,19,19,12,3,15,5,5,4,126.512963363,33.511963278,북서
c4,음식점,용두성,제주시 용두암길 18,2023,42,0,0,0,0,0,0,7,7,11,10,3,4,126.512481496,33.514451848,북서
c4,음식점,용두암 바당회국수,제주시 서해안로 614,2023,357,37,26,70,54,55,37,20,15,18,14,3,8,126.502730068,33.516988018,북서
c4,음식점,용두암엄마해장국,제주시 용마로 24,2023,42,0,0,0,0,0,3,10,3,12,5,5,4,126.506308166,33.515210862,북서
c4,음식점,용두암해녀촌,제주시 용해로 11,2023,563,60,67,83,86,51,47,38,30,22,30,39,10,126.502511306,33.516349049,북서
c4,음식점,용림식당,서귀포시 안덕면 사계남로 170-1,2023,270,45,21,22,30,24,25,14,23,21,18,7,20,126.30802765,33.228445315,남서
c4,음식점,용소담,제주시 흥운길 103,2023,25,0,0,0,0,2,3,6,0,7,2,2,3,126.513725192,33.515398558,북서
c4,음식점,용연보말칼국수,제주시 흥운길 77,2023,43,0,0,0,0,1,6,12,2,7,2,7,6,126.513992903,33.51543066,북서
c4,음식점,용왕난드르식당,서귀포시 안덕면 대평감산로 8,2023,14,0,0,0,0,0,0,0,0,0,0,0,14,126.366946163,33.235450941,남서
c4,음식점,용왕난드르음식점,서귀포시 안덕면 대평감산로 8,2023,80,0,0,0,0,0,5,14,13,14,20,14,0,126.366946163,33.235450941,남서
c4,음식점,용이식당,서귀포시 중앙로79번길 9 1층,2023,111,0,0,0,0,0,26,21,10,10,12,8,24,126.560476115,33.251102306,남동
c4,음식점,용이식당,서귀포시 천지로 40,2023,124,27,20,25,25,27,0,0,0,0,0,0,0,126.560300935,33.250970232,남동
c4,음식점,용출횟집,제주시 용담3동 505,2023,130,25,6,12,20,15,8,15,9,9,8,1,2,,,Unknown
c4,음식점,우도 풍원,제주시 우도면 우도해안길 340,2023,374,39,34,40,40,44,36,22,23,44,19,11,22,126.943967474,33.508302646,북동
c4,음식점,우도동식이,제주시 우도면 우도해안길 276,2023,21,21,0,0,0,0,0,0,0,0,0,0,0,126.941807711,33.504011835,북동
c4,음식점,우도돼지네 땅콩만두,서귀포시 중정로73번길 15-1,2023,201,22,8,22,21,31,27,16,11,24,9,3,7,126.563687782,33.249532382,남동
c4,음식점,우도면파전리,제주시 우도면 우도해안길 388,2023,205,27,8,18,25,27,27,16,16,20,10,7,4,126.94461263,33.512505359,북동
c4,음식점,우도몬딱,제주시 우도면 우도해안길 794,2023,228,24,14,27,28,28,38,14,15,19,9,4,8,126.956984229,33.515025461,북동
c4,음식점,우도아름다운소풍,제주시 우도면 우도해안길 446,2023,243,27,24,35,24,24,18,21,17,24,14,11,4,126.94950961,33.514892501,북동
c4,음식점,우도왕자이야기,제주시 우도면 우도해안길 252,2023,389,29,25,43,39,41,49,33,38,34,28,15,15,126.943740462,33.50266616,북동
c4,음식점,우도이야기,제주시 우도면 우도해안길 504,2023,265,30,16,34,33,26,34,22,24,24,14,4,4,126.949351633,33.519611848,북동
c4,음식점,우도자연,제주시 우도면 우도해안길 602,2023,270,29,13,33,31,39,25,20,24,23,14,10,9,126.952539471,33.524430109,북동
c4,음식점,우도짜장맨,제주시 우도면 우도해안길 1132,2023,416,45,30,59,61,54,55,30,22,25,17,12,6,126.967642193,33.497940657,북동
c4,음식점,우도해광식당,제주시 우도면 하고수길 69,2023,242,24,13,34,34,21,22,21,19,24,12,9,9,126.956882565,33.513537088,북동
c4,음식점,우도해녀식당,제주시 우도면 우도해안길 440,2023,403,29,18,45,37,53,77,36,28,32,18,7,23,126.948862876,33.514411873,북동
c4,음식점,우도향,제주시 우도면 우도해안길 848,2023,150,15,11,20,16,15,12,13,9,13,11,5,10,126.960189374,33.512251978,북동
c4,음식점,우드스탁,제주시 구좌읍 월정7길 52,2023,287,31,15,21,42,40,26,30,19,23,17,8,15,126.796411748,33.55534579,북동
c4,음식점,우리동네숯불갈비,제주시 추자면 추자로 10-2,2023,297,24,16,14,52,46,30,33,20,22,14,15,11,126.297639804,33.963209522,북서
c4,음식점,우리두리식당,제주시 구좌읍 김녕로 173,2023,463,26,37,54,50,69,46,43,21,32,33,29,23,126.756187517,33.556248686,북동
c4,음식점,우리회수산,제주시 동문로2길 10,2023,219,54,15,13,16,17,11,9,8,14,9,22,31,126.526643048,33.512366823,북서
c4,음식점,우림일식,제주시 도령로 28-2,2023,369,56,23,41,32,34,26,33,27,21,27,25,24,126.482601612,33.487388264,북서
c4,음식점,우무(umu),제주시 한림읍 한림로 542-1,2023,1349,210,175,130,137,147,117,92,76,75,66,52,72,126.256443811,33.405900222,북서
c4,음식점,우무깨식당,제주시 우도면 우도해안길 356,2023,200,27,13,22,21,13,17,13,24,26,14,6,4,126.943499253,33.509969121,북동
c4,음식점,우뭇개일번지,서귀포시 성산읍 일출로 288,2023,200,25,17,27,19,17,12,17,13,19,17,8,9,126.935221449,33.463113253,북동
c4,음식점,우수미회센타,제주시 연화로2길 24-1,2023,537,57,44,42,62,48,52,41,34,43,43,20,51,126.489893505,33.477290034,북서
c4,음식점,우연못,제주시 은수길 110,2023,292,21,23,36,47,46,30,25,15,17,10,14,8,126.487629012,33.466754518,북서
c4,음식점,"우연히,그곳",제주시 구좌읍 중산간동로 2250,2023,307,32,28,42,29,42,33,31,18,14,14,10,14,126.782768542,33.471718504,북동
c4,음식점,우영담,제주시 애월읍 애월로 86,2023,67,0,0,0,0,3,8,18,7,11,12,8,0,126.316616124,33.464300937,북서
c4,음식점,우유부단,제주시 한림읍 금악동길 38,2023,1404,104,139,232,140,154,133,121,103,81,71,46,80,126.328063153,33.347623275,남서
c4,음식점,우유부단 크림공작소,제주시 관덕로8길 7-5,2023,4,4,0,0,0,0,0,0,0,0,0,0,0,,,Unknown
c4,음식점,우정회센타,서귀포시 중앙로54번길 38,2023,310,34,15,29,30,34,15,17,11,15,14,40,56,126.563576773,33.249773458,남동
c4,음식점,우정횟집,제주시 서부두길 16,2023,499,36,45,56,67,56,36,42,40,34,24,35,28,126.528336555,33.517677038,북서
c4,음식점,우주파,제주시 탑동로 81,2023,26,0,0,0,0,0,0,10,3,3,7,1,2,126.516740822,33.517712382,북서
c4,음식점,우진해장국,제주시 서사로 11,2023,2273,231,198,217,233,184,195,188,149,148,162,201,167,126.519972285,33.51148377,북서
c4,음식점,우호적무관심,제주시 한경면 저지12길 103,2023,69,0,0,0,0,0,9,15,9,13,11,9,3,126.267257228,33.337761855,남서
c4,음식점,운정이네,서귀포시 안덕면 일주서로 1524,2023,115,115,0,0,0,0,0,0,0,0,0,0,0,126.352980759,33.258406051,남서
c4,음식점,운해횟집,서귀포시 대포로 174,2023,149,23,15,25,27,32,24,3,0,0,0,0,0,126.439477076,33.238764062,남서
c4,음식점,울트라마린,제주시 한경면 일주서로 4611,2023,505,50,24,52,76,72,68,59,34,38,12,13,7,126.206064765,33.369425852,북서
c4,음식점,웃뜨르우리돼지,제주시 한경면 연명로 2,2023,255,24,25,26,28,24,17,20,20,36,20,11,4,126.233193915,33.293185977,남서
c4,음식점,웃뜨르항아리,제주시 한경면 중산간서로 3705,2023,112,0,0,0,0,0,13,20,18,25,14,9,13,126.256478601,33.335385904,남서
c4,음식점,웅담식당,서귀포시 중앙로59번길 5,2023,153,20,18,13,19,20,15,15,8,6,8,6,5,126.560964688,33.249824376,남동
c4,음식점,웅스키친,제주시 대동길 17-1,2023,384,53,21,44,39,41,36,20,37,30,21,22,20,126.463542515,33.493234217,북서
c4,음식점,워터쉐드카페,제주시 조천읍 교래4길 74,2023,271,0,0,0,0,0,0,0,0,116,121,23,11,126.675540668,33.423946923,북동
c4,음식점,원담,제주시 동광로1길 13,2023,53,0,0,0,0,0,0,0,0,0,0,0,53,126.528782754,33.502156656,북서
c4,음식점,원당골,제주시 원당로 72,2023,392,44,24,31,34,47,40,64,26,29,23,16,14,126.592503136,33.526817645,북동
c4,음식점,원더먼트제주,제주시 조천읍 신북로 163,2023,126,17,10,26,22,24,21,6,0,0,0,0,0,126.630809432,33.535561689,북동
c4,음식점,원앤온리,서귀포시 안덕면 산방로 141,2023,484,63,35,62,64,59,41,37,32,41,17,19,14,126.319190729,33.239222976,남서
c4,음식점,원조마라도짜장면,서귀포시 대정읍 마라로101번길 48,2023,199,23,11,26,31,33,24,8,9,13,9,5,7,126.266890275,33.118686115,남서
c4,음식점,원항아리칼국수보쌈,제주시 복지로1길 11,2023,177,22,11,22,22,15,15,22,18,17,9,4,0,126.520395951,33.488640299,북서
c4,음식점,월드컵흑돼지,서귀포시 월드컵로 74,2023,223,17,22,19,25,21,20,21,17,16,17,6,22,126.505141951,33.243033997,남서
c4,음식점,월령203,제주시 한림읍 한림로 16-3,2023,3,3,0,0,0,0,0,0,0,0,0,0,0,126.218491973,33.376245007,북서
c4,음식점,월리월리,제주시 구좌읍 월정1길 70-6,2023,8,8,0,0,0,0,0,0,0,0,0,0,0,126.794364266,33.556894575,북동
c4,음식점,월정리 담또와,제주시 구좌읍 월정1길 62,2023,61,0,0,0,0,2,9,13,10,9,9,5,4,126.793464374,33.556362807,북동
c4,음식점,월정리LOWA,제주시 구좌읍 해맞이해안로 472,2023,230,31,16,33,26,31,17,18,10,20,11,11,6,126.796807486,33.555092313,북동
c4,음식점,월정리갈비밥,제주시 구좌읍 월정7길 46,2023,382,35,28,48,50,56,46,32,26,22,16,8,15,126.79683455,33.554767882,북동
c4,음식점,월정리로와,제주시 구좌읍 해맞이해안로 472,2023,441,34,23,48,51,61,50,48,28,34,21,24,19,126.796807486,33.555092313,북동
c4,음식점,월정리에서브런치,제주시 구좌읍 월정3길 53-4,2023,372,29,39,44,50,43,37,27,28,25,23,13,14,126.794838687,33.556103337,북동
c4,음식점,월정조용한카페앤펍,제주시 구좌읍 월정1길 64-1,2023,91,0,0,0,0,0,0,0,17,15,19,16,24,126.793621396,33.556255885,북동
c4,음식점,월정해녀식당,제주시 구좌읍 해맞이해안로 434,2023,284,30,27,29,43,49,28,26,14,18,12,6,2,126.79447188,33.557809818,북동
c4,음식점,월척수산,제주시 동한두기길 42-1,2023,18,18,0,0,0,0,0,0,0,0,0,0,0,126.515063871,33.515777448,북서
c4,음식점,웬드구니,서귀포시 안덕면 사계신항로 1,2023,2531,66,259,317,266,344,293,302,292,247,114,25,6,126.320963201,33.250037106,남서
c4,음식점,웰덤대게고로케 올레시장점,서귀포시 중정로73번길 13,2023,219,31,15,27,20,17,16,22,5,12,24,17,13,126.563830948,33.249205608,남동
c4,음식점,위더스트래블,제주시 인다9길 29,2023,198,28,11,22,27,34,19,14,9,15,9,6,4,126.548469809,33.475542738,북동
c4,음식점,위미항활어회센터,서귀포시 남원읍 위미중앙로196번길 6-37,2023,700,91,59,60,74,58,58,40,43,32,37,64,84,126.664401415,33.270545884,남동
c4,음식점,윈드스톤,제주시 애월읍 광성로 272,2023,76,4,9,8,13,8,11,10,2,3,4,2,2,126.436092666,33.460479293,북서
c4,음식점,윌라라,서귀포시 성산읍 성산중앙로 33,2023,258,32,21,16,12,22,28,18,16,64,18,6,5,126.93291427,33.462894863,북동
c4,음식점,유기농커피 카페다,제주시 조천읍 신촌북3길 4-7,2023,144,15,13,19,27,41,22,7,0,0,0,0,0,126.618037936,33.537529125,북동
c4,음식점,유끼네,서귀포시 표선면 성읍정의현로136번길 5-8,2023,130,20,18,12,15,18,13,12,3,9,5,4,1,126.797541736,33.393897617,북동
c4,음식점,유나카페,서귀포시 남원읍 공천포로 81,2023,164,26,9,14,20,19,20,9,11,11,7,9,9,126.641822454,33.266016885,남동
c4,음식점,유동커피,서귀포시 태평로 406-2,2023,1978,99,105,102,146,226,209,106,87,69,60,280,489,126.563831584,33.244444996,남동
c4,음식점,유람위드북스,제주시 한경면 조수동2길 54-36,2023,626,73,50,63,80,81,79,55,38,37,26,24,20,126.2347727,33.339743084,남서
c4,음식점,유리네,제주시 연북로 146,2023,542,82,32,52,68,60,53,55,47,30,26,11,26,126.497106797,33.481472254,북서
c4,음식점,유메야마,제주시 노연로 12,2023,179,25,7,22,21,17,19,20,15,15,10,5,3,126.481428318,33.485288391,북서
c4,음식점,유복현 식공간,서귀포시 대정읍 보성하로19번길 20,2023,13,0,0,0,0,0,0,0,0,0,0,0,13,126.275913372,33.247595544,남서
c4,음식점,유복현식공간,서귀포시 대정읍 보성하로19번길 20,2023,355,44,29,29,49,35,36,36,25,26,20,26,0,126.275913372,33.247595544,남서
c4,음식점,유스커피,제주시 구산로 54,2023,153,23,11,20,18,20,16,11,10,13,6,2,3,126.540656058,33.484325274,북동
c4,음식점,유심이감성찜닭,제주시 추자면 추자로 78,2023,102,8,7,7,18,17,12,10,6,8,7,1,1,126.295583777,33.960797175,북서
c4,음식점,육갑봉,제주시 신설로11길 2-9,2023,226,29,18,19,25,26,18,20,19,20,18,9,5,126.544688097,33.491124822,북동
c4,음식점,육값하네식육가든,서귀포시 남원읍 남조로 141,2023,198,23,15,18,34,24,25,20,7,12,10,4,6,126.721958284,33.292292608,남동
c4,음식점,윤옥,제주시 구남동2길 19-4,2023,198,36,16,16,28,25,19,17,12,16,8,2,3,126.535758089,33.489175293,북동
c4,음식점,으뜨미,제주시 구좌읍 중산간동로 2287,2023,206,18,13,24,31,31,28,14,10,13,12,8,4,126.78708977,33.470684502,북동
c4,음식점,은빛식당,제주시 중앙로1길 14,2023,89,0,0,0,0,1,5,10,16,15,26,9,7,126.526052564,33.516187359,북서
c4,음식점,은혜전복,제주시 애월읍 애월로1길 24-3,2023,185,35,13,32,42,37,20,6,0,0,0,0,0,126.31016887,33.462981705,북서
c4,음식점,은희네해장국 본점,제주시 고마로13길 8,2023,329,0,0,0,0,0,0,0,0,0,62,111,156,126.540741234,33.508532014,북동
c4,음식점,은희네해장국 외도점,제주시 우정로15길 42-8,2023,300,33,19,30,24,27,33,35,16,22,23,20,18,126.433365459,33.488177571,북서
c4,음식점,은희네해장국(일도점),제주시 고마로13길 8,2023,551,82,44,63,82,64,51,47,52,66,0,0,0,126.540741234,33.508532014,북동
c4,음식점,이가,제주시 진군1길 17,2023,108,10,8,10,8,10,11,13,6,17,9,6,0,126.480330569,33.47884468,북서
c4,음식점,이가 흑돼지,제주시 진군1길 17,2023,4,0,0,0,0,0,0,0,0,0,0,0,4,126.480330569,33.47884468,북서
c4,음식점,이가전복,제주시 무근성길 6,2023,129,23,8,15,13,14,14,15,3,10,9,3,2,126.519026204,33.517702241,북서
