CL_CD,CL_NM,AREA_NM,ADDR,BASE_YEAR,ALL_TOTAL_CO,JAN_VIEWS_CO,FEB_VIEWS_CO,MAR_VIEWS_CO,APR_VIEWS_CO,MAY_VIEWS_CO,JUN_VIEWS_CO,JULY_VIEWS_CO,AUG_VIEWS_CO,SEP_VIEWS_CO,OCT_VIEWS_CO,NOV_VIEWS_CO,DEC_VIEWS_CO
c2,쇼핑,서귀양품점,제주특별자치도 서귀포시 색달로 65,2023,55,0,0,0,0,0,4,6,16,16,5,7,1
c2,쇼핑,서귀포농협하나로마트,제주특별자치도 서귀포시 516로 40,2023,2162,203,177,191,190,166,177,131,126,121,149,225,306
c2,쇼핑,서귀포매일올레시장,서귀포시 중앙로 62번길 18,2023,15106,1066,858,1047,1171,1194,1095,927,1090,1278,1460,1819,2101
c2,쇼핑,서귀포향토오일시장,제주특별자치도 서귀포시 중산간동로7894번길 18-5,2023,6007,498,444,647,698,490,410,364,366,427,461,613,589
c2,쇼핑,서문공설시장,제주특별자치도 제주시 서문로4길 13-2,2023,846,96,85,91,107,68,79,57,63,71,58,44,27
c2,쇼핑,서쪽가게,제주특별자치도 제주시 한림읍 한림로 336,2023,483,57,44,59,65,66,49,35,37,32,25,3,11
c2,쇼핑,선물고팡,제주특별자치도 제주시 월성로 15,2023,959,106,100,91,105,124,98,82,70,54,47,48,34
c2,쇼핑,선물고팡 협재점,제주특별자치도 제주시 한림읍 한림로 545,2023,115,0,0,0,0,0,7,18,13,23,16,26,12
c2,쇼핑,선셋봉고,제주특별자치도 제주시 구좌읍 대수길 28,2023,59,0,0,0,0,0,0,8,16,15,12,6,2
c2,쇼핑,선우스타일,제주특별자치도 제주시 동문로 16,2023,262,39,30,30,28,22,21,17,23,17,13,10,12
c2,쇼핑,섬반지,제주특별자치도 서귀포시 안덕면 산방로 366,2023,45,0,0,0,0,0,0,7,10,15,6,3,4
c2,쇼핑,섭,제주특별자치도 서귀포시 이중섭로 26-1,2023,83,0,0,0,0,0,1,6,17,15,3,25,16
c2,쇼핑,성산-고성오일시장,제주특별자치도 서귀포시 성산읍 고성오조로 93,2023,3842,287,259,349,398,318,215,261,241,309,337,389,479
c2,쇼핑,세화리109,제주특별자치도 제주시 구좌읍 구좌로 109,2023,65,0,0,0,0,0,2,8,8,8,11,17,11
c2,쇼핑,세화씨문방구,제주특별자치도 제주시 구좌읍 해맞이해안로 1450-1,2023,91,0,0,0,0,0,0,6,15,24,21,17,8
c2,쇼핑,세화점방,제주특별자치도 제주시 구좌읍 해맞이해안로 1446,2023,61,0,0,0,0,0,2,7,12,10,7,14,9
c2,쇼핑,세화해녀민속오일시장,제주특별자치도 제주시 구좌읍 해맞이해안로 1412,2023,7478,522,389,518,504,455,399,465,658,661,580,1090,1237
c2,쇼핑,소길별하,제주특별자치도 제주시 애월읍 소길남길 34-37,2023,133,0,0,0,0,0,3,10,23,37,27,16,17
c2,쇼핑,소랑아시 소품샵&선물가게,제주특별자치도 서귀포시 중문관광로 27,2023,47,0,0,0,0,0,2,12,6,7,7,4,9
c2,쇼핑,소소재간,제주특별자치도 제주시 한림읍 일주서로 5888,2023,52,0,0,0,0,0,1,6,15,14,6,7,3
c2,쇼핑,소소한 상상점,제주특별자치도 제주시 구좌읍 평대9길 37-3,2023,35,0,0,0,0,0,0,7,7,11,3,6,1
c2,쇼핑,소소한담,제주특별자치도 제주시 애월읍 일주서로 6691,2023,290,50,20,29,47,32,26,18,24,17,12,8,7
c2,쇼핑,소심한책방,제주특별자치도 제주시 구좌읍 종달동길 29-6,2023,669,64,58,56,54,52,38,31,35,37,32,77,135
c2,쇼핑,소울,제주특별자치도 서귀포시 이어도로 872,2023,20,0,0,0,0,0,2,5,4,7,1,0,1
c2,쇼핑,손끝에서,제주특별자치도 제주시 구좌읍 구좌로 33-11,2023,87,10,4,11,9,11,9,7,8,7,5,3,3
c2,쇼핑,쇼룸오구팔,제주특별자치도 제주시 구좌읍 종달로5길 28,2023,51,0,0,0,0,0,4,6,5,9,6,6,15
c2,쇼핑,수목원길 야시장,제주특별자치도 제주시 은수길 69,2023,5,0,0,0,0,0,0,0,0,0,0,0,5
c2,쇼핑,수풀,제주특별자치도 제주시 한림읍 한수풀로 36 2층,2023,824,88,54,80,88,81,37,63,56,38,32,85,122
c2,쇼핑,술 다끄는 집,제주특별자치도 서귀포시 표선면 성읍정의현로56번길 5,2023,299,25,32,40,35,32,28,33,23,16,11,9,15
c2,쇼핑,숲을걷다,제주특별자치도 제주시 애월읍 곽지1길 26-9,2023,31,0,0,0,0,0,1,6,7,6,4,5,2
c2,쇼핑,슈퍼보틀,제주특별자치도 제주시 은남1길 46,2023,22,0,0,0,0,0,1,4,5,5,4,0,3
c2,쇼핑,스마일러펫,제주특별자치도 제주시 애월읍 상고길 47,2023,265,49,23,32,16,19,16,22,25,24,11,5,23
c2,쇼핑,스몰띵스벗,제주특별자치도 제주시 광양10길 23 3층,2023,22,0,0,0,0,0,2,7,4,3,1,5,0
c2,쇼핑,스트롱베리 소품샵 카페,제주특별자치도 제주시 관덕로7길 14,2023,99,0,0,0,0,0,0,11,9,33,24,12,10
c2,쇼핑,승희상회,제주특별자치도 제주시 구좌읍 종달로5길 32-1,2023,211,22,17,18,28,18,9,15,6,20,12,33,13
c2,쇼핑,시티오브드림즈,제주특별자치도 제주시 관덕로11길 17,2023,586,45,37,34,50,39,49,157,78,37,27,15,18
c2,쇼핑,신라면세점 제주점,"제주특별자치도 제주시 노연로 69 (연동, (주)호텔신라 제주면세점) 신라면세점 제주점",2023,844,0,0,0,65,145,83,69,74,90,99,105,114
c2,쇼핑,신세계사이먼 제주 프리미엄 전문점,"제주특별자치도 서귀포시 안덕면 신화역사로304번길 38 신세계사이먼 제주 프리미엄 전문점 G층, B1층",2023,994,97,89,69,81,93,85,67,41,58,81,123,110
c2,쇼핑,쓸모있는 생활잡화점,제주특별자치도 제주시 인다3길 5,2023,208,13,10,22,21,36,24,17,18,11,16,10,10
c2,쇼핑,아꼬아,제주특별자치도 제주시 서사로 9,2023,41,0,0,0,0,0,0,7,3,10,4,10,7
c2,쇼핑,아꼬화,제주특별자치도 제주시 동광로 102,2023,128,13,5,20,17,10,9,12,12,11,5,11,3
c2,쇼핑,아라도예,제주특별자치도 제주시 애월읍 광령6길 2,2023,425,32,45,41,40,43,35,23,29,31,15,39,52
c2,쇼핑,아름낭,제주특별자치도 서귀포시 중산간서로157번길 26,2023,102,17,11,10,11,5,9,7,9,9,8,3,3
c2,쇼핑,아무튼책방,제주특별자치도 제주시 간월동로 12,2023,97,0,0,0,0,0,1,6,8,19,22,33,8
c2,쇼핑,아워키친,제주특별자치도 제주시 노형4길 23,2023,211,24,21,19,32,23,25,15,10,17,6,13,6
c2,쇼핑,아코하루,제주특별자치도 제주시 매촌2길 80,2023,198,29,14,12,21,24,19,14,12,25,20,8,0
c2,쇼핑,아쿠아플라넷 제주 기념품샵,제주특별자치도 서귀포시 성산읍 섭지코지로 95 지하 1층,2023,768,0,0,0,0,0,12,35,93,153,194,149,132
c2,쇼핑,아트살롱,제주특별자치도 서귀포시 대정읍 추사로38번길 150,2023,54,0,0,0,0,0,3,9,13,13,7,9,0
c2,쇼핑,아트앤제주,제주특별자치도 제주시 월광로 135,2023,186,30,16,7,22,18,13,10,15,14,6,28,7
c2,쇼핑,안나네꽃마을,제주특별자치도 제주시 한라대학로 79,2023,185,12,12,17,15,28,21,13,11,13,11,10,22
c2,쇼핑,안녕성산,제주특별자치도 서귀포시 성산읍 일출로 270-1,2023,33,0,0,0,0,0,3,5,3,5,2,7,8
c2,쇼핑,안온점,제주특별자치도 제주시 한림읍 한림로 492 (옹포리) 2층,2023,125,13,6,17,10,14,10,11,10,10,7,6,11
c2,쇼핑,애월아안녕,제주특별자치도 제주시 애월읍 애월해안로 869,2023,110,0,0,0,0,0,2,13,9,21,16,32,17
c2,쇼핑,야호농수산,제주특별자치도 제주시 용해로 112,2023,214,37,16,24,34,26,14,9,19,13,5,2,15
c2,쇼핑,어나더우드 스토어,제주특별자치도 제주시 조천읍 함덕로 32,2023,73,0,0,0,0,0,9,15,15,11,11,10,2
c2,쇼핑,어바웃제주,제주특별자치도 제주시 서해안로 66,2023,50,0,0,0,0,0,1,5,6,8,2,14,14
c2,쇼핑,언제라도 북스&리틀갤러리,제주특별자치도 제주시 구좌읍 문주란로5길 34-2,2023,131,11,10,15,14,21,10,8,13,13,6,8,2
